event_time,event_type,wallet_value,cash,locked_stake
2026-04-04 06:12:45+00:00,resolution,1653.1968182272894,621.4282900401269,1031.7685281871627
2026-04-04 06:49:57+00:00,resolution,1672.1124609130538,656.4572579767274,1015.6552029363265
2026-04-04 07:02:35+00:00,resolution,1645.111753735977,656.4572579767274,988.6544957592495
2026-04-04 07:27:33+00:00,resolution,1667.1615672371213,698.456902740812,968.7046644963093
2026-04-04 07:34:29+00:00,resolution,1711.2416983830872,776.47483397261,934.7668644104772
2026-04-04 11:05:59+00:00,resolution,1661.9538799687643,776.47483397261,885.4790459961545
2026-04-04 11:54:23+00:00,resolution,1608.1635705997307,776.47483397261,831.6887366271208
2026-04-04 12:36:25+00:00,resolution,1553.5183806186337,776.47483397261,777.0435466460239
2026-04-04 12:39:07+00:00,resolution,1603.9797185190118,863.4771406973996,740.5025778216122
2026-04-04 13:04:31+00:00,resolution,1568.8633488690416,863.4771406973996,705.3862081716419
2026-04-04 13:42:23+00:00,resolution,1619.3246867694193,950.4794474221892,668.8452393472302
2026-04-04 13:42:25+00:00,resolution,1712.459460526354,1101.9181039375298,610.5413565888241
2026-04-04 14:18:11+00:00,resolution,1657.814270545257,1101.9181039375298,555.8961666077272
2026-04-04 14:24:01+00:00,resolution,1577.4864138165708,1101.9181039375298,475.5683098790409
2026-04-04 14:25:03+00:00,resolution,1712.9114498566805,1308.673884151438,404.2375657052426
2026-04-04 14:25:05+00:00,resolution,1636.3534017378006,1308.673884151438,327.6795175863625
2026-04-04 14:33:13+00:00,resolution,1621.1359248144754,1308.673884151438,312.46204066303756
2026-04-04 14:33:15+00:00,resolution,1594.8573799569472,1308.673884151438,286.1834958055093
2026-04-04 14:34:15+00:00,resolution,1558.5803210619333,1308.673884151438,249.90643691049542
2026-04-04 15:33:43+00:00,resolution,1576.036423417006,1342.2433117573469,233.79311165965913
2026-04-04 15:38:41+00:00,resolution,1643.88323518487,1456.2715668293872,187.61166835548283
2026-04-04 15:40:49+00:00,resolution,1618.818062572458,1456.2715668293872,162.54649574307086
2026-04-04 15:42:09+00:00,resolution,1601.4760523896407,1456.2715668293872,145.2044855602536
2026-04-04 15:42:33+00:00,resolution,1688.0456821686437,1598.1889926966048,89.85668947203877
2026-04-04 15:46:41+00:00,resolution,1651.504713344232,1598.1889926966048,53.315720647627124
2026-04-04 15:53:43+00:00,resolution,1625.2261684867037,1598.1889926966048,27.037175790098914
