category,horizon_min,prob_bin,n,predicted_mean,observed_yes_rate,volume_mean
Uncategorized,780,"[0.3,0.4)",17,0.35676470588235293,0.11764705882352941,228599.0551821176
Uncategorized,780,"[0.4,0.5)",29,0.46586206896551724,0.3448275862068966,152197.18915255164
Uncategorized,780,"[0.5,0.6)",315,0.5055873015873016,0.4793650793650794,137203.49069938087
Uncategorized,780,"[0.6,0.7)",12,0.6408333333333334,0.75,171976.14791575
Uncategorized,780,"[0.7,0.8)",9,0.7333333333333333,0.4444444444444444,607313.6188151133
Uncategorized,780,"[0.8,0.9)",3,0.8603333333333333,0.6666666666666666,126674.4560893335
Uncategorized,780,"[0.9,1.0]",28,0.9964107142857143,1.0,219853.23755753567
World,780,"[0.0,0.1)",20,0.010675,0.0,7704858.76491458
World,780,"[0.1,0.2)",3,0.16816666666666666,0.3333333333333333,697156.4776143356
World,780,"[0.2,0.3)",1,0.265,0.0,92225.488424
World,780,"[0.4,0.5)",2,0.4575,1.0,351483.0366695004
World,780,"[0.5,0.6)",1,0.52,0.0,178312.6496809999
Crypto,840,"[0.0,0.1)",201,0.011276119402985075,0.0,803613.5661746009
Crypto,840,"[0.1,0.2)",19,0.13521052631578948,0.10526315789473684,263788.2748947894
Crypto,840,"[0.2,0.3)",15,0.24533333333333335,0.3333333333333333,267737.85632553336
Crypto,840,"[0.3,0.4)",17,0.3553529411764706,0.35294117647058826,262151.44283005886
Crypto,840,"[0.4,0.5)",31,0.4838709677419355,0.3548387096774194,247626.464354258
Crypto,840,"[0.5,0.6)",1221,0.503959868959869,0.506961506961507,144158.17919972472
Crypto,840,"[0.6,0.7)",6,0.6508333333333334,0.6666666666666666,429443.49829583336
Crypto,840,"[0.7,0.8)",7,0.7457142857142857,0.8571428571428571,415831.1228124285
Crypto,840,"[0.8,0.9)",8,0.8528749999999999,0.75,416595.8314263753
Crypto,840,"[0.9,1.0]",62,0.9827741935483871,1.0,608297.9281270008
Culture,840,"[0.0,0.1)",129,0.006686046511627908,0.0,512706.945414635
Culture,840,"[0.1,0.2)",9,0.148,0.2222222222222222,876716.5608303334
Culture,840,"[0.2,0.3)",5,0.2318,0.2,1220563.677801196
Culture,840,"[0.3,0.4)",7,0.36392857142857143,0.42857142857142855,825797.8564415696
Culture,840,"[0.4,0.5)",6,0.45125,0.8333333333333334,501228.8021328328
Culture,840,"[0.5,0.6)",3,0.537,0.6666666666666666,1503610.8872056662
Culture,840,"[0.6,0.7)",2,0.625,0.5,237077.09543099988
Culture,840,"[0.9,1.0]",6,0.9784166666666666,1.0,179785.95510366655
Economy,840,"[0.0,0.1)",66,0.003962121212121212,0.0,4396786.013394473
Economy,840,"[0.1,0.2)",1,0.16,0.0,115256.003502
Economy,840,"[0.2,0.3)",1,0.28,1.0,372727.52406800026
Economy,840,"[0.3,0.4)",1,0.355,0.0,211095.95331799955
Economy,840,"[0.4,0.5)",2,0.41000000000000003,1.0,385941.97141500027
Economy,840,"[0.9,1.0]",7,0.9922857142857142,1.0,685809.1548461441
Politics,840,"[0.0,0.1)",117,0.009264957264957265,0.008547008547008548,2200262.6497130347
Politics,840,"[0.1,0.2)",10,0.1424,0.1,1366308.23572229
Politics,840,"[0.2,0.3)",7,0.2562857142857143,0.2857142857142857,816697.6561977144
Politics,840,"[0.3,0.4)",2,0.33725,0.0,3474646.8687529988
Politics,840,"[0.4,0.5)",2,0.4275,0.5,1332079.1469174984
Politics,840,"[0.5,0.6)",4,0.5700000000000001,0.75,3741533.0507825026
Politics,840,"[0.6,0.7)",2,0.6505000000000001,1.0,298676.135565
Politics,840,"[0.7,0.8)",2,0.75725,1.0,8529459.607212532
Politics,840,"[0.9,1.0]",12,0.9882083333333335,1.0,939645.1602840024
Science,840,"[0.0,0.1)",1,0.0035,0.0,182372.520717
Science,840,"[0.3,0.4)",1,0.362,0.0,220988.61608399983
Sports,840,"[0.0,0.1)",172,0.010677325581395348,0.005813953488372093,434768.91696640704
Sports,840,"[0.1,0.2)",62,0.1502016129032258,0.1935483870967742,859720.7920054642
Sports,840,"[0.2,0.3)",100,0.25205,0.32,791851.5063759204
Sports,840,"[0.3,0.4)",146,0.35203424657534244,0.3767123287671233,845882.7619356913
Sports,840,"[0.4,0.5)",261,0.4589425287356322,0.4904214559386973,775792.9859448699
Sports,840,"[0.5,0.6)",266,0.5346992481203007,0.5225563909774437,612343.5928201233
Sports,840,"[0.6,0.7)",90,0.6388333333333333,0.6,794044.1395443332
Sports,840,"[0.7,0.8)",67,0.7405223880597015,0.6865671641791045,820706.5652884179
Sports,840,"[0.8,0.9)",34,0.8455882352941176,0.8235294117647058,749068.1538905302
Sports,840,"[0.9,1.0]",138,0.9913623188405799,1.0,406141.07289556536
Technology,840,"[0.0,0.1)",59,0.013966101694915254,0.03389830508474576,400671.0960309671
Technology,840,"[0.1,0.2)",13,0.14723076923076922,0.3076923076923077,143558.6309979231
Technology,840,"[0.2,0.3)",6,0.25416666666666665,0.3333333333333333,131333.13295449998
Technology,840,"[0.3,0.4)",11,0.3318181818181818,0.6363636363636364,227110.44531436366
Technology,840,"[0.4,0.5)",1,0.49,1.0,92285.25658599992
Technology,840,"[0.5,0.6)",1,0.5,0.0,88823.99572900003
Technology,840,"[0.7,0.8)",1,0.79,1.0,177944.47075699986
Technology,840,"[0.8,0.9)",2,0.8474999999999999,1.0,280404.9806955
Technology,840,"[0.9,1.0]",3,0.9906666666666667,1.0,686202.7319403329
Uncategorized,840,"[0.0,0.1)",92,0.010592391304347826,0.021739130434782608,249577.2996780327
Uncategorized,840,"[0.1,0.2)",11,0.15831818181818183,0.2727272727272727,141353.56782454543
Uncategorized,840,"[0.2,0.3)",20,0.24525000000000002,0.4,146520.11684515
Uncategorized,840,"[0.3,0.4)",17,0.34979411764705887,0.17647058823529413,224791.53161017646
Uncategorized,840,"[0.4,0.5)",32,0.46859375,0.34375,152088.73138903116
Uncategorized,840,"[0.5,0.6)",283,0.5057243816254418,0.4876325088339223,140950.7270776925
Uncategorized,840,"[0.6,0.7)",11,0.6431818181818182,0.8181818181818182,119851.97382918178
Uncategorized,840,"[0.7,0.8)",10,0.738,0.4,557591.6522120021
Uncategorized,840,"[0.8,0.9)",2,0.8705,1.0,134964.7077420001
Uncategorized,840,"[0.9,1.0]",28,0.9960535714285715,1.0,219853.23755753567
World,840,"[0.0,0.1)",20,0.011425,0.0,7704858.76491458
World,840,"[0.1,0.2)",3,0.1758333333333333,0.3333333333333333,697156.4776143356
World,840,"[0.2,0.3)",1,0.22,0.0,92225.488424
World,840,"[0.4,0.5)",2,0.45499999999999996,1.0,351483.0366695004
World,840,"[0.5,0.6)",1,0.52,0.0,178312.6496809999
Crypto,900,"[0.0,0.1)",199,0.012306532663316582,0.0,806221.0140418229
Crypto,900,"[0.1,0.2)",20,0.13655,0.1,297930.76108834986
Crypto,900,"[0.2,0.3)",18,0.2463888888888889,0.2777777777777778,232557.8244637778
Crypto,900,"[0.3,0.4)",14,0.34475,0.2857142857142857,265415.2151858572
Crypto,900,"[0.4,0.5)",24,0.4822916666666666,0.4583333333333333,292364.68015541666
Crypto,900,"[0.5,0.6)",1120,0.5038750000000001,0.50625,144111.98017197044
Crypto,900,"[0.6,0.7)",8,0.6581250000000001,0.75,462993.9164146247
Crypto,900,"[0.7,0.8)",7,0.7507142857142857,1.0,370167.9820292859
Crypto,900,"[0.8,0.9)",9,0.8482777777777778,0.7777777777777778,360685.8996597778
Crypto,900,"[0.9,1.0]",61,0.9820409836065573,0.9836065573770492,617516.7945800007
Culture,900,"[0.0,0.1)",129,0.006627906976744186,0.007751937984496124,511490.24894209235
Culture,900,"[0.1,0.2)",8,0.14550000000000002,0.125,907812.10135275
Culture,900,"[0.2,0.3)",5,0.2398,0.2,1080131.5006535964
Culture,900,"[0.3,0.4)",9,0.36016666666666663,0.5555555555555556,1006318.52431522
Culture,900,"[0.4,0.5)",5,0.44699999999999995,0.6,312561.75254120026
Culture,900,"[0.5,0.6)",3,0.5495,0.6666666666666666,1388727.3184363327
Culture,900,"[0.6,0.7)",1,0.606,0.0,353578.75348499964
Culture,900,"[0.7,0.8)",1,0.705,1.0,120575.43737700008
Culture,900,"[0.9,1.0]",6,0.9772500000000001,1.0,179785.95510366655
Economy,900,"[0.0,0.1)",66,0.003765151515151515,0.0,4396786.013394473
Economy,900,"[0.1,0.2)",1,0.16,0.0,115256.003502
Economy,900,"[0.2,0.3)",1,0.295,1.0,372727.52406800026
Economy,900,"[0.4,0.5)",3,0.435,0.6666666666666666,327659.9653826667
Economy,900,"[0.9,1.0]",7,0.9926428571428572,1.0,685809.1548461441
Politics,900,"[0.0,0.1)",118,0.010110169491525425,0.00847457627118644,2187674.843265246
Politics,900,"[0.1,0.2)",9,0.14766666666666667,0.2222222222222222,1747862.5304189888
Politics,900,"[0.2,0.3)",6,0.24633333333333332,0.16666666666666666,356800.6363963334
Politics,900,"[0.3,0.4)",4,0.362,0.25,2484815.1797344987
Politics,900,"[0.4,0.5)",1,0.45,1.0,134424.53242699997
Politics,900,"[0.5,0.6)",4,0.553875,0.5,3399857.77855975
Politics,900,"[0.6,0.7)",2,0.6174999999999999,1.0,1148659.004790505
Politics,900,"[0.7,0.8)",2,0.75925,1.0,8529459.607212532
Politics,900,"[0.9,1.0]",12,0.9876666666666667,1.0,939645.1602840024
Science,900,"[0.0,0.1)",1,0.004,0.0,182372.520717
Science,900,"[0.3,0.4)",1,0.328,0.0,220988.61608399983
Sports,900,"[0.0,0.1)",172,0.010709302325581396,0.005813953488372093,434768.91696640704
Sports,900,"[0.1,0.2)",61,0.14954918032786885,0.18032786885245902,864022.0871372258
Sports,900,"[0.2,0.3)",104,0.2527403846153846,0.3173076923076923,780099.632862856
Sports,900,"[0.3,0.4)",142,0.35251408450704225,0.3732394366197183,848111.1659980348
Sports,900,"[0.4,0.5)",260,0.4584076923076923,0.49230769230769234,774687.8042563809
Sports,900,"[0.5,0.6)",265,0.5347735849056604,0.5283018867924528,620846.0686834143
Sports,900,"[0.6,0.7)",92,0.6382608695652173,0.5869565217391305,786313.5224339998
Sports,900,"[0.7,0.8)",67,0.7406716417910447,0.6865671641791045,822043.8143300745
Sports,900,"[0.8,0.9)",35,0.8445714285714285,0.8285714285714286,732668.7438646294
Sports,900,"[0.9,1.0]",138,0.9912898550724638,1.0,406141.07289556536
Technology,900,"[0.0,0.1)",58,0.013732758620689655,0.034482758620689655,406889.0778441561
Technology,900,"[0.1,0.2)",14,0.14032142857142857,0.21428571428571427,134814.02994985718
Technology,900,"[0.2,0.3)",7,0.2492857142857143,0.5714285714285714,129817.00471214284
Technology,900,"[0.3,0.4)",10,0.3445,0.6,239638.85977410004
Technology,900,"[0.4,0.5)",2,0.4225,0.5,90554.62615749997
Technology,900,"[0.7,0.8)",1,0.79,1.0,177944.47075699986
Technology,900,"[0.8,0.9)",2,0.8325,1.0,280404.9806955
Technology,900,"[0.9,1.0]",3,0.9903333333333334,1.0,686202.7319403329
Uncategorized,900,"[0.0,0.1)",90,0.009244444444444444,0.011111111111111112,253058.77696841123
Uncategorized,900,"[0.1,0.2)",14,0.15539285714285714,0.35714285714285715,137099.49926607145
Uncategorized,900,"[0.2,0.3)",18,0.2513888888888889,0.3888888888888889,148690.6552896111
Uncategorized,900,"[0.3,0.4)",16,0.35346875,0.125,227193.30038912492
Uncategorized,900,"[0.4,0.5)",33,0.46560606060606063,0.3333333333333333,168799.88677063634
Uncategorized,900,"[0.5,0.6)",251,0.5062549800796813,0.4820717131474104,140484.45095425492
Uncategorized,900,"[0.6,0.7)",12,0.6470833333333333,0.75,119038.80540875
Uncategorized,900,"[0.7,0.8)",7,0.7328571428571429,0.5714285714285714,732499.7870365743
Uncategorized,900,"[0.8,0.9)",2,0.8654999999999999,1.0,134964.7077420001
Uncategorized,900,"[0.9,1.0]",28,0.9958035714285715,1.0,219853.23755753567
World,900,"[0.0,0.1)",20,0.011725000000000001,0.0,7704858.76491458
World,900,"[0.1,0.2)",3,0.15233333333333332,0.3333333333333333,697156.4776143356
World,900,"[0.3,0.4)",1,0.335,0.0,92225.488424
World,900,"[0.4,0.5)",2,0.47,1.0,351483.0366695004
World,900,"[0.5,0.6)",1,0.525,0.0,178312.6496809999
Crypto,960,"[0.0,0.1)",198,0.012684343434343433,0.0,809665.6314973625
Crypto,960,"[0.1,0.2)",20,0.138125,0.1,283168.1661206499
Crypto,960,"[0.2,0.3)",19,0.2431578947368421,0.21052631578947367,252432.77710242104
Crypto,960,"[0.3,0.4)",15,0.3457,0.4666666666666667,188310.3770289333
Crypto,960,"[0.4,0.5)",18,0.48055555555555557,0.3888888888888889,339698.2553297778
Crypto,960,"[0.5,0.6)",994,0.5038229376257546,0.5150905432595574,144555.20893307537
Crypto,960,"[0.6,0.7)",8,0.655625,0.625,530329.36709975
Crypto,960,"[0.7,0.8)",10,0.7396499999999999,0.8,290572.60086219996
Crypto,960,"[0.8,0.9)",6,0.8639166666666666,0.8333333333333334,396881.17209516704
Crypto,960,"[0.9,1.0]",62,0.9801935483870967,0.9838709677419355,617671.4900173233
Culture,960,"[0.0,0.1)",129,0.007728682170542635,0.007751937984496124,516243.85221816215
Culture,960,"[0.1,0.2)",8,0.15675,0.125,770513.5256781249
Culture,960,"[0.2,0.3)",8,0.24125,0.25,1128515.8468609976
Culture,960,"[0.3,0.4)",5,0.35209999999999997,0.8,885500.8525307972
Culture,960,"[0.4,0.5)",6,0.4499166666666667,0.5,508312.6216754997
Culture,960,"[0.5,0.6)",4,0.564875,0.75,1071689.3481714998
Culture,960,"[0.6,0.7)",1,0.6185,0.0,353578.75348499964
Culture,960,"[0.9,1.0]",6,0.9778333333333333,1.0,179785.95510366655
Economy,960,"[0.0,0.1)",66,0.003712121212121212,0.0,4396786.013394473
Economy,960,"[0.1,0.2)",1,0.16,0.0,115256.003502
Economy,960,"[0.2,0.3)",1,0.295,1.0,372727.52406800026
Economy,960,"[0.4,0.5)",3,0.4283333333333333,0.6666666666666666,327659.9653826667
Economy,960,"[0.9,1.0]",7,0.9875714285714287,1.0,685809.1548461441
Politics,960,"[0.0,0.1)",117,0.009615384615384616,0.008547008547008548,2200262.6497130347
Politics,960,"[0.1,0.2)",9,0.13405555555555557,0.1111111111111111,1490944.1773139888
Politics,960,"[0.2,0.3)",8,0.2544375,0.25,1484950.2660354997
Politics,960,"[0.3,0.4)",3,0.3521666666666667,0.3333333333333333,1075876.3586169991
Politics,960,"[0.4,0.5)",1,0.46,1.0,134424.53242699997
Politics,960,"[0.5,0.6)",4,0.5535,0.5,3399857.77855975
Politics,960,"[0.6,0.7)",2,0.615,1.0,1148659.004790505
Politics,960,"[0.7,0.8)",2,0.7202500000000001,1.0,8529459.607212532
Politics,960,"[0.9,1.0]",12,0.9855416666666668,1.0,939645.1602840024
Science,960,"[0.0,0.1)",1,0.0035,0.0,182372.520717
Science,960,"[0.1,0.2)",1,0.158,0.0,220988.61608399983
Sports,960,"[0.0,0.1)",172,0.010875000000000001,0.005813953488372093,434768.91696640704
Sports,960,"[0.1,0.2)",61,0.14939344262295082,0.18032786885245902,894898.040698439
Sports,960,"[0.2,0.3)",101,0.253019801980198,0.33663366336633666,776235.543852842
Sports,960,"[0.3,0.4)",140,0.35162142857142853,0.37142857142857144,852837.2320815353
Sports,960,"[0.4,0.5)",265,0.4581358490566038,0.4867924528301887,775029.1784054039
Sports,960,"[0.5,0.6)",266,0.5334022556390977,0.5225563909774437,613539.6836986458
Sports,960,"[0.6,0.7)",90,0.6402222222222222,0.6111111111111112,800716.6446543998
Sports,960,"[0.7,0.8)",65,0.7411538461538462,0.676923076923077,829959.9704449537
Sports,960,"[0.8,0.9)",35,0.8444285714285714,0.8285714285714286,740024.820711858
Sports,960,"[0.9,1.0]",138,0.9915072463768116,1.0,406141.07289556536
Technology,960,"[0.0,0.1)",58,0.013551724137931036,0.05172413793103448,406262.35448989755
Technology,960,"[0.1,0.2)",12,0.14316666666666666,0.25,143523.05123766672
Technology,960,"[0.2,0.3)",9,0.23333333333333334,0.3333333333333333,123354.31021977775
Technology,960,"[0.3,0.4)",10,0.3485,0.6,239638.85977410004
Technology,960,"[0.4,0.5)",2,0.4225,0.5,90554.62615749997
Technology,960,"[0.7,0.8)",2,0.7825,1.0,302797.08608299994
Technology,960,"[0.8,0.9)",1,0.89,1.0,133160.259982
Technology,960,"[0.9,1.0]",3,0.9901666666666668,1.0,686202.7319403329
Uncategorized,960,"[0.0,0.1)",90,0.009266666666666666,0.011111111111111112,254748.14526693345
Uncategorized,960,"[0.1,0.2)",14,0.15528571428571428,0.35714285714285715,126239.27448985717
Uncategorized,960,"[0.2,0.3)",18,0.25055555555555553,0.3888888888888889,127891.46236383333
Uncategorized,960,"[0.3,0.4)",15,0.35109999999999997,0.13333333333333333,240148.554492
Uncategorized,960,"[0.4,0.5)",32,0.464375,0.25,180078.59224009368
Uncategorized,960,"[0.5,0.6)",237,0.5061181434599156,0.4810126582278481,140585.46136249782
Uncategorized,960,"[0.6,0.7)",11,0.645909090909091,0.8181818181818182,119851.97382918178
Uncategorized,960,"[0.7,0.8)",8,0.73375,0.5,654699.0577550025
Uncategorized,960,"[0.8,0.9)",2,0.873,1.0,134964.7077420001
Uncategorized,960,"[0.9,1.0]",28,0.9964107142857143,1.0,219853.23755753567
World,960,"[0.0,0.1)",20,0.01075,0.0,7704858.76491458
World,960,"[0.1,0.2)",3,0.15233333333333332,0.3333333333333333,697156.4776143356
World,960,"[0.2,0.3)",1,0.25,0.0,92225.488424
World,960,"[0.4,0.5)",2,0.465,1.0,351483.0366695004
World,960,"[0.5,0.6)",1,0.54,0.0,178312.6496809999
Crypto,1020,"[0.0,0.1)",197,0.012147208121827412,0.0,813309.0396432322
Crypto,1020,"[0.1,0.2)",20,0.14165,0.0,274050.2438985999
Crypto,1020,"[0.2,0.3)",19,0.24763157894736842,0.2631578947368421,248318.51260626316
Crypto,1020,"[0.3,0.4)",15,0.3424,0.5333333333333333,205597.8182231999
Crypto,1020,"[0.4,0.5)",23,0.485,0.391304347826087,321271.5705388696
Crypto,1020,"[0.5,0.6)",892,0.503822869955157,0.5100896860986547,144439.0915159517
Crypto,1020,"[0.6,0.7)",8,0.645625,0.625,452740.139431
Crypto,1020,"[0.7,0.8)",7,0.7642857142857142,1.0,370773.0621084285
Crypto,1020,"[0.8,0.9)",8,0.85775,0.75,381024.5599861253
Crypto,1020,"[0.9,1.0]",61,0.98172131147541,0.9836065573770492,617461.7563296893
Culture,1020,"[0.0,0.1)",128,0.006953125,0.0078125,512837.7960391946
Culture,1020,"[0.1,0.2)",8,0.13625,0.125,696537.4828217502
Culture,1020,"[0.2,0.3)",9,0.24866666666666667,0.1111111111111111,1168438.8427129968
Culture,1020,"[0.3,0.4)",6,0.3569166666666666,0.8333333333333334,806630.365425332
Culture,1020,"[0.4,0.5)",5,0.441,0.6,538760.4753205996
Culture,1020,"[0.5,0.6)",3,0.5266666666666667,0.6666666666666666,1388727.3184363327
Culture,1020,"[0.6,0.7)",1,0.6165,0.0,353578.75348499964
Culture,1020,"[0.7,0.8)",1,0.795,1.0,120575.43737700008
Culture,1020,"[0.9,1.0]",6,0.97975,1.0,179785.95510366655
Economy,1020,"[0.0,0.1)",66,0.003984848484848485,0.0,4396786.013394473
Economy,1020,"[0.1,0.2)",1,0.16,0.0,115256.003502
Economy,1020,"[0.2,0.3)",1,0.295,1.0,372727.52406800026
Economy,1020,"[0.4,0.5)",2,0.415,1.0,385941.97141500027
Economy,1020,"[0.5,0.6)",1,0.54,0.0,211095.95331799955
Economy,1020,"[0.9,1.0]",7,0.9859285714285715,1.0,685809.1548461441
Politics,1020,"[0.0,0.1)",117,0.010098290598290599,0.008547008547008548,2200262.6497130347
Politics,1020,"[0.1,0.2)",9,0.13333333333333333,0.1111111111111111,1490944.1773139888
Politics,1020,"[0.2,0.3)",5,0.24409999999999998,0.2,408957.90682780015
Politics,1020,"[0.3,0.4)",6,0.35033333333333333,0.3333333333333333,2177073.611665999
Politics,1020,"[0.4,0.5)",1,0.445,1.0,134424.53242699997
Politics,1020,"[0.5,0.6)",4,0.5367500000000001,0.5,3399857.77855975
Politics,1020,"[0.6,0.7)",3,0.6611666666666667,1.0,6297552.136431024
Politics,1020,"[0.7,0.8)",1,0.736,1.0,463580.8147129996
Politics,1020,"[0.9,1.0]",12,0.9867083333333334,1.0,939645.1602840024
Science,1020,"[0.0,0.1)",1,0.004,0.0,182372.520717
Science,1020,"[0.1,0.2)",1,0.1455,0.0,220988.61608399983
Sports,1020,"[0.0,0.1)",172,0.010953488372093024,0.005813953488372093,434768.91696640704
Sports,1020,"[0.1,0.2)",62,0.15023387096774193,0.1935483870967742,882727.8297731417
Sports,1020,"[0.2,0.3)",100,0.253,0.32,872124.65401048
Sports,1020,"[0.3,0.4)",139,0.35160791366906474,0.38848920863309355,789350.2681263738
Sports,1020,"[0.4,0.5)",272,0.4589025735294118,0.46691176470588236,759701.9664386987
Sports,1020,"[0.5,0.6)",259,0.5341312741312741,0.5366795366795367,631004.8492574005
Sports,1020,"[0.6,0.7)",89,0.6403932584269663,0.6067415730337079,781481.9719447867
Sports,1020,"[0.7,0.8)",63,0.7428571428571428,0.6825396825396826,832977.1561728253
Sports,1020,"[0.8,0.9)",35,0.8451428571428571,0.8285714285714286,731738.5093347436
Sports,1020,"[0.9,1.0]",137,0.991919708029197,1.0,408338.7087730294
Technology,1020,"[0.0,0.1)",57,0.011315789473684211,0.05263157894736842,411813.90217114135
Technology,1020,"[0.1,0.2)",14,0.1425,0.21428571428571427,138422.44777042858
Technology,1020,"[0.2,0.3)",9,0.2488888888888889,0.4444444444444444,125209.95777099999
Technology,1020,"[0.3,0.4)",8,0.34125,0.5,110445.18790312503
Technology,1020,"[0.4,0.5)",3,0.42,0.6666666666666666,517140.66719833337
Technology,1020,"[0.7,0.8)",2,0.785,1.0,302797.08608299994
Technology,1020,"[0.8,0.9)",1,0.885,1.0,133160.259982
Technology,1020,"[0.9,1.0]",3,0.9900000000000001,1.0,686202.7319403329
Uncategorized,1020,"[0.0,0.1)",90,0.00945,0.011111111111111112,254748.14526693345
Uncategorized,1020,"[0.1,0.2)",15,0.15776666666666667,0.4,130721.23453826673
Uncategorized,1020,"[0.2,0.3)",18,0.24944444444444447,0.3333333333333333,152286.06900894438
Uncategorized,1020,"[0.3,0.4)",14,0.3485714285714286,0.14285714285714285,271261.5184850715
Uncategorized,1020,"[0.4,0.5)",33,0.4627272727272727,0.2727272727272727,159059.35073248475
Uncategorized,1020,"[0.5,0.6)",203,0.5062068965517241,0.4729064039408867,138051.19360437925
Uncategorized,1020,"[0.6,0.7)",11,0.645909090909091,0.8181818181818182,120516.39623863637
Uncategorized,1020,"[0.7,0.8)",8,0.7324999999999999,0.5,653785.4769420024
Uncategorized,1020,"[0.8,0.9)",2,0.863,1.0,134964.7077420001
Uncategorized,1020,"[0.9,1.0]",28,0.9953571428571429,1.0,219853.23755753567
World,1020,"[0.0,0.1)",20,0.0104,0.0,7704858.76491458
World,1020,"[0.1,0.2)",3,0.149,0.3333333333333333,697156.4776143356
World,1020,"[0.2,0.3)",1,0.265,0.0,92225.488424
World,1020,"[0.4,0.5)",2,0.4675,1.0,351483.0366695004
World,1020,"[0.5,0.6)",1,0.53,0.0,178312.6496809999
Crypto,1080,"[0.0,0.1)",197,0.01263451776649746,0.0,811115.3357068821
Crypto,1080,"[0.1,0.2)",16,0.14165625,0.0,335228.05904074974
Crypto,1080,"[0.2,0.3)",19,0.2473684210526316,0.21052631578947367,246093.821123
Crypto,1080,"[0.3,0.4)",14,0.3327857142857143,0.5,213725.27768485705
Crypto,1080,"[0.4,0.5)",27,0.4829629629629629,0.37037037037037035,267047.5202983333
Crypto,1080,"[0.5,0.6)",775,0.5038645161290323,0.5109677419354839,146584.62098210442
Crypto,1080,"[0.6,0.7)",6,0.6591666666666667,0.8333333333333334,463290.0595168331
Crypto,1080,"[0.7,0.8)",7,0.7685714285714286,1.0,388709.53152171423
Crypto,1080,"[0.8,0.9)",8,0.846125,0.75,381024.5599861253
Crypto,1080,"[0.9,1.0]",61,0.9814016393442624,0.9836065573770492,617461.7563296893
Culture,1080,"[0.0,0.1)",130,0.009096153846153848,0.007692307692307693,513996.70744859934
Culture,1080,"[0.1,0.2)",7,0.1435714285714286,0.14285714285714285,821368.7943854287
Culture,1080,"[0.2,0.3)",7,0.23507142857142857,0.2857142857142857,1179571.7528877105
Culture,1080,"[0.3,0.4)",6,0.3505,0.5,901076.1381923318
Culture,1080,"[0.4,0.5)",6,0.43250000000000005,0.6666666666666666,505409.8801298332
Culture,1080,"[0.5,0.6)",4,0.539,0.5,1129940.1771984997
Culture,1080,"[0.6,0.7)",1,0.635,1.0,120575.43737700008
Culture,1080,"[0.8,0.9)",1,0.875,1.0,145966.56305100006
Culture,1080,"[0.9,1.0]",5,0.9931000000000001,1.0,186549.83351419985
Economy,1080,"[0.0,0.1)",66,0.005136363636363637,0.0,4396786.013394473
Economy,1080,"[0.1,0.2)",1,0.155,0.0,115256.003502
Economy,1080,"[0.2,0.3)",1,0.295,1.0,372727.52406800026
Economy,1080,"[0.4,0.5)",3,0.42166666666666663,0.6666666666666666,327659.9653826667
Economy,1080,"[0.9,1.0]",7,0.9872857142857143,1.0,685809.1548461441
Politics,1080,"[0.0,0.1)",117,0.010051282051282051,0.008547008547008548,2200262.6497130347
Politics,1080,"[0.1,0.2)",10,0.14025,0.1,1366308.23572229
Politics,1080,"[0.2,0.3)",3,0.24850000000000003,0.3333333333333333,228189.44467366647
Politics,1080,"[0.3,0.4)",6,0.3365,0.16666666666666666,2286307.481448833
Politics,1080,"[0.4,0.5)",3,0.43450000000000005,0.3333333333333333,4428833.617224
Politics,1080,"[0.5,0.6)",3,0.5461666666666667,1.0,302529.33833933313
Politics,1080,"[0.6,0.7)",2,0.645,1.0,1148659.004790505
Politics,1080,"[0.7,0.8)",2,0.72275,1.0,8529459.607212532
Politics,1080,"[0.9,1.0]",12,0.9856250000000001,1.0,939645.1602840024
Science,1080,"[0.0,0.1)",1,0.004,0.0,182372.520717
Science,1080,"[0.1,0.2)",1,0.143,0.0,220988.61608399983
Sports,1080,"[0.0,0.1)",172,0.011008720930232557,0.005813953488372093,434768.91696640704
Sports,1080,"[0.1,0.2)",59,0.14917796610169493,0.2033898305084746,885866.9411154538
Sports,1080,"[0.2,0.3)",106,0.2529716981132076,0.3113207547169811,851673.0031155472
Sports,1080,"[0.3,0.4)",134,0.3527126865671642,0.373134328358209,813386.2083814399
Sports,1080,"[0.4,0.5)",261,0.45790996168582376,0.4674329501915709,783388.8525685979
Sports,1080,"[0.5,0.6)",257,0.533443579766537,0.5486381322957199,625562.6598578708
Sports,1080,"[0.6,0.7)",90,0.6382777777777778,0.5777777777777777,746769.1592541889
Sports,1080,"[0.7,0.8)",63,0.7417460317460317,0.6825396825396826,832743.3518816665
Sports,1080,"[0.8,0.9)",37,0.8475675675675676,0.8378378378378378,783535.3759878117
Sports,1080,"[0.9,1.0]",135,0.9931333333333334,1.0,389460.53101788904
Technology,1080,"[0.0,0.1)",58,0.01189655172413793,0.05172413793103448,406262.35448989755
Technology,1080,"[0.1,0.2)",13,0.15246153846153845,0.3076923076923077,140593.98779307696
Technology,1080,"[0.2,0.3)",8,0.228,0.375,130273.59643112501
Technology,1080,"[0.3,0.4)",11,0.34454545454545454,0.45454545454545453,222524.30795827275
Technology,1080,"[0.4,0.5)",1,0.425,1.0,92285.25658599992
Technology,1080,"[0.7,0.8)",1,0.78,1.0,427649.701409
Technology,1080,"[0.8,0.9)",2,0.8400000000000001,1.0,155552.36536949992
Technology,1080,"[0.9,1.0]",3,0.9903333333333334,1.0,686202.7319403329
