category,horizon_min,prob_bin,n,predicted_mean,observed_yes_rate,volume_mean
Uncategorized,180,"[0.6,0.7)",14,0.6498571428571429,0.42857142857142855,427733.6581601442
Uncategorized,180,"[0.7,0.8)",11,0.7513636363636365,0.45454545454545453,166653.51669281823
Uncategorized,180,"[0.8,0.9)",2,0.8765000000000001,1.0,133769.67824200002
Uncategorized,180,"[0.9,1.0]",31,0.9940322580645161,1.0,213012.80436016124
World,180,"[0.0,0.1)",22,0.014181818181818183,0.0,7095173.167558845
World,180,"[0.1,0.2)",1,0.11,1.0,94835.04484000005
World,180,"[0.4,0.5)",4,0.4475,0.5,243376.05286100018
Crypto,240,"[0.0,0.1)",214,0.009710280373831775,0.0,774193.0509655317
Crypto,240,"[0.1,0.2)",17,0.1621764705882353,0.058823529411764705,243088.5817874117
Crypto,240,"[0.2,0.3)",13,0.25684615384615384,0.38461538461538464,227820.8042348462
Crypto,240,"[0.3,0.4)",7,0.3514285714285714,0.42857142857142855,250825.07087714292
Crypto,240,"[0.4,0.5)",50,0.48009999999999997,0.6,187527.26872517995
Crypto,240,"[0.5,0.6)",2482,0.5040902497985496,0.5032232070910556,140615.35056030605
Crypto,240,"[0.6,0.7)",8,0.65625,0.625,372139.3139271251
Crypto,240,"[0.7,0.8)",6,0.7594166666666666,0.8333333333333334,469096.0539920001
Crypto,240,"[0.8,0.9)",7,0.863642857142857,0.8571428571428571,406536.0573421427
Crypto,240,"[0.9,1.0]",66,0.9877954545454546,1.0,593993.0907353795
Culture,240,"[0.0,0.1)",136,0.007713235294117647,0.0,520561.7545798596
Culture,240,"[0.1,0.2)",6,0.146,0.0,1003790.9666804969
Culture,240,"[0.2,0.3)",6,0.255,0.3333333333333333,718122.8085736661
Culture,240,"[0.3,0.4)",3,0.36200000000000004,0.3333333333333333,663757.1135619999
Culture,240,"[0.4,0.5)",4,0.431,0.25,650200.7660534985
Culture,240,"[0.5,0.6)",7,0.5460714285714285,1.0,1059566.0474007132
Culture,240,"[0.6,0.7)",3,0.6886666666666666,0.6666666666666666,418883.2452336669
Culture,240,"[0.7,0.8)",1,0.7225,1.0,338656.90417600074
Culture,240,"[0.8,0.9)",1,0.87,1.0,222508.44198099984
Culture,240,"[0.9,1.0]",6,0.99375,1.0,179785.95510366655
Economy,240,"[0.0,0.1)",66,0.002659090909090909,0.0,4396786.013394473
Economy,240,"[0.3,0.4)",4,0.34625,0.75,314966.8676000002
Economy,240,"[0.4,0.5)",3,0.465,0.3333333333333333,268578.9731343332
Economy,240,"[0.5,0.6)",9,0.5327777777777778,0.4444444444444444,217074.1109801111
Economy,240,"[0.9,1.0]",7,0.9950714285714286,1.0,685809.1548461441
Politics,240,"[0.0,0.1)",123,0.009934959349593495,0.008130081300813009,2172673.8107923656
Politics,240,"[0.1,0.2)",5,0.1336,0.2,929686.3031541985
Politics,240,"[0.2,0.3)",6,0.2324166666666667,0.3333333333333333,844172.2556633335
Politics,240,"[0.3,0.4)",1,0.3235,0.0,6711631.643086998
Politics,240,"[0.4,0.5)",2,0.405,0.5,1332079.1469174984
Politics,240,"[0.5,0.6)",3,0.565,0.6666666666666666,816649.2534300033
Politics,240,"[0.6,0.7)",1,0.655,1.0,253620.2774179995
Politics,240,"[0.7,0.8)",2,0.7324999999999999,0.5,6411079.6321870005
Politics,240,"[0.8,0.9)",1,0.8,1.0,137119.05110599997
Politics,240,"[0.9,1.0]",14,0.9830714285714286,1.0,2023665.2530817208
Science,240,"[0.0,0.1)",1,0.003,0.0,182372.520717
Science,240,"[0.1,0.2)",1,0.1255,0.0,220988.61608399983
Sports,240,"[0.0,0.1)",175,0.010937142857142857,0.005714285714285714,454743.30387152
Sports,240,"[0.1,0.2)",65,0.15150769230769232,0.27692307692307694,831670.212494335
Sports,240,"[0.2,0.3)",100,0.25227499999999997,0.31,784219.0185946003
Sports,240,"[0.3,0.4)",142,0.34902464788732396,0.36619718309859156,801835.0735272953
Sports,240,"[0.4,0.5)",318,0.4588050314465409,0.5125786163522013,738359.9035802231
Sports,240,"[0.5,0.6)",302,0.5318211920529802,0.5198675496688742,581747.9455018041
Sports,240,"[0.6,0.7)",112,0.6385714285714286,0.5714285714285714,638243.1965039729
Sports,240,"[0.7,0.8)",71,0.7469718309859155,0.647887323943662,845769.1836527041
Sports,240,"[0.8,0.9)",46,0.8453260869565217,0.8260869565217391,691583.3510826749
Sports,240,"[0.9,1.0]",142,0.9922746478873241,1.0,382445.8945662747
Technology,240,"[0.0,0.1)",61,0.011139344262295082,0.06557377049180328,391710.044309919
Technology,240,"[0.1,0.2)",6,0.14091666666666666,0.16666666666666666,134882.98650083336
Technology,240,"[0.2,0.3)",13,0.2421923076923077,0.3076923076923077,223276.07937700002
Technology,240,"[0.3,0.4)",9,0.33944444444444444,0.5555555555555556,128456.80108977777
Technology,240,"[0.4,0.5)",2,0.475,0.5,116397.55891500003
Technology,240,"[0.7,0.8)",2,0.7525,1.0,135114.8636714999
Technology,240,"[0.8,0.9)",1,0.885,1.0,133160.259982
Technology,240,"[0.9,1.0]",4,0.978375,1.0,621564.4743074997
Uncategorized,240,"[0.0,0.1)",98,0.01010204081632653,0.01020408163265306,242795.40993841848
Uncategorized,240,"[0.1,0.2)",12,0.15545833333333334,0.25,157093.54502474994
Uncategorized,240,"[0.2,0.3)",21,0.2550952380952381,0.42857142857142855,159850.22795528575
Uncategorized,240,"[0.3,0.4)",17,0.3652941176470588,0.23529411764705882,282818.80484676466
Uncategorized,240,"[0.4,0.5)",39,0.46705128205128205,0.38461538461538464,141922.7511554102
Uncategorized,240,"[0.5,0.6)",621,0.505,0.4863123993558776,133590.72921386943
Uncategorized,240,"[0.6,0.7)",12,0.6454166666666666,0.3333333333333333,471689.63962800155
Uncategorized,240,"[0.7,0.8)",11,0.7415454545454545,0.5454545454545454,173622.2677905455
Uncategorized,240,"[0.8,0.9)",3,0.8224999999999999,1.0,117687.34992733337
Uncategorized,240,"[0.9,1.0]",31,0.993967741935484,1.0,213012.80436016124
World,240,"[0.0,0.1)",21,0.011642857142857142,0.0,7370815.12367479
World,240,"[0.1,0.2)",2,0.11175,0.5,700763.5669820032
World,240,"[0.4,0.5)",3,0.44333333333333336,0.6666666666666666,265063.85392100026
World,240,"[0.5,0.6)",1,0.505,0.0,178312.6496809999
Crypto,300,"[0.0,0.1)",214,0.011135514018691589,0.0,774193.0509655317
Crypto,300,"[0.1,0.2)",11,0.1635909090909091,0.0,228470.3879234545
Crypto,300,"[0.2,0.3)",14,0.24328571428571427,0.35714285714285715,266899.9668192143
Crypto,300,"[0.3,0.4)",14,0.3485714285714286,0.2857142857142857,246754.5596823571
Crypto,300,"[0.4,0.5)",47,0.4815319148936171,0.6595744680851063,166803.2002397659
Crypto,300,"[0.5,0.6)",2348,0.5040521720613288,0.5004258943781942,141689.78032775797
Crypto,300,"[0.6,0.7)",5,0.661,0.8,410640.51419680024
Crypto,300,"[0.7,0.8)",7,0.7383571428571428,0.7142857142857143,375581.3201072858
Crypto,300,"[0.8,0.9)",6,0.8366666666666666,0.8333333333333334,369214.52607199975
Crypto,300,"[0.9,1.0]",67,0.985134328358209,1.0,594537.4512462395
Culture,300,"[0.0,0.1)",135,0.006822222222222223,0.0,517364.29318322154
Culture,300,"[0.1,0.2)",8,0.139,0.25,951661.3389834976
Culture,300,"[0.2,0.3)",2,0.2425,0.0,406667.7249090006
Culture,300,"[0.3,0.4)",7,0.3748571428571429,0.14285714285714285,866476.9493685698
Culture,300,"[0.4,0.5)",5,0.45410000000000006,0.6,603905.2259812005
Culture,300,"[0.5,0.6)",6,0.53875,1.0,1019984.0663933322
Culture,300,"[0.6,0.7)",2,0.665,0.5,568037.1491620004
Culture,300,"[0.8,0.9)",1,0.805,1.0,222508.44198099984
Culture,300,"[0.9,1.0]",7,0.979,1.0,171327.30971414276
Economy,300,"[0.0,0.1)",66,0.0028787878787878787,0.0,4396786.013394473
Economy,300,"[0.2,0.3)",1,0.295,1.0,372727.52406800026
Economy,300,"[0.3,0.4)",2,0.3725,1.0,385941.97141500027
Economy,300,"[0.4,0.5)",3,0.42,0.0,182163.45242933315
Economy,300,"[0.5,0.6)",10,0.5345000000000001,0.5,232816.95644379998
Economy,300,"[0.9,1.0]",7,0.9945714285714286,1.0,685809.1548461441
Politics,300,"[0.0,0.1)",120,0.009054166666666667,0.008333333333333333,2214888.2663293993
Politics,300,"[0.1,0.2)",8,0.129125,0.125,762589.7854629991
Politics,300,"[0.2,0.3)",6,0.2363333333333333,0.3333333333333333,844172.2556633335
Politics,300,"[0.3,0.4)",2,0.3835,0.0,4620682.702247498
Politics,300,"[0.4,0.5)",1,0.43,1.0,134424.53242699997
Politics,300,"[0.5,0.6)",3,0.5478333333333333,0.6666666666666666,816649.2534300033
Politics,300,"[0.6,0.7)",1,0.645,1.0,253620.2774179995
Politics,300,"[0.7,0.8)",3,0.7546666666666667,0.6666666666666666,4319759.438493334
Politics,300,"[0.8,0.9)",1,0.8185,1.0,460233.220024
Politics,300,"[0.9,1.0]",13,0.9879615384615386,1.0,2143929.2556246226
Science,300,"[0.0,0.1)",1,0.003,0.0,182372.520717
Science,300,"[0.1,0.2)",1,0.1255,0.0,220988.61608399983
Sports,300,"[0.0,0.1)",175,0.011231428571428571,0.005714285714285714,454743.30387152
Sports,300,"[0.1,0.2)",61,0.15131147540983608,0.2459016393442623,857809.1755075867
Sports,300,"[0.2,0.3)",106,0.25256603773584907,0.32075471698113206,757196.5927635852
Sports,300,"[0.3,0.4)",142,0.3507464788732394,0.3732394366197183,835139.0915428023
Sports,300,"[0.4,0.5)",301,0.4586544850498339,0.5149501661129569,771592.2598020728
Sports,300,"[0.5,0.6)",295,0.5326101694915254,0.5254237288135594,562447.7399655964
Sports,300,"[0.6,0.7)",111,0.6396396396396397,0.5675675675675675,651888.4699234862
Sports,300,"[0.7,0.8)",70,0.7460714285714286,0.6571428571428571,833519.8868151713
Sports,300,"[0.8,0.9)",42,0.8434523809523808,0.8333333333333334,668155.9314330006
Sports,300,"[0.9,1.0]",138,0.9920072463768117,1.0,406141.07289556536
Technology,300,"[0.0,0.1)",60,0.009550000000000001,0.05,396239.75744656764
Technology,300,"[0.1,0.2)",7,0.14135714285714288,0.2857142857142857,129937.70437714287
Technology,300,"[0.2,0.3)",14,0.24100000000000002,0.35714285714285715,217029.69549914286
Technology,300,"[0.3,0.4)",6,0.3358333333333334,0.6666666666666666,137047.23821133332
Technology,300,"[0.4,0.5)",3,0.41500000000000004,0.3333333333333333,112082.00567466668
Technology,300,"[0.7,0.8)",2,0.7424999999999999,1.0,135114.8636714999
Technology,300,"[0.8,0.9)",1,0.835,1.0,133160.259982
Technology,300,"[0.9,1.0]",4,0.971875,1.0,621564.4743074997
Uncategorized,300,"[0.0,0.1)",96,0.009364583333333334,0.010416666666666666,245177.0078623126
Uncategorized,300,"[0.1,0.2)",11,0.15504545454545454,0.2727272727272727,160795.07295527268
Uncategorized,300,"[0.2,0.3)",22,0.24336363636363637,0.36363636363636365,153437.62280568184
Uncategorized,300,"[0.3,0.4)",19,0.35815789473684206,0.21052631578947367,267984.6211968421
Uncategorized,300,"[0.4,0.5)",37,0.46094594594594596,0.3783783783783784,143824.16321754045
Uncategorized,300,"[0.5,0.6)",585,0.5050008547008547,0.5008547008547009,134361.18112442037
Uncategorized,300,"[0.6,0.7)",17,0.6552941176470588,0.47058823529411764,375135.4112895305
Uncategorized,300,"[0.7,0.8)",9,0.7427777777777778,0.4444444444444444,171182.5417292223
Uncategorized,300,"[0.8,0.9)",1,0.837,1.0,126705.65711600012
Uncategorized,300,"[0.9,1.0]",30,0.9935833333333334,1.0,216555.88459143328
World,300,"[0.0,0.1)",21,0.011595238095238094,0.047619047619047616,7342476.683006267
World,300,"[0.1,0.2)",2,0.10925,0.0,998317.1940015033
World,300,"[0.4,0.5)",3,0.425,0.6666666666666666,265063.85392100026
World,300,"[0.5,0.6)",1,0.54,0.0,178312.6496809999
Crypto,360,"[0.0,0.1)",211,0.009976303317535545,0.0,778421.168978596
Crypto,360,"[0.1,0.2)",13,0.14884615384615385,0.15384615384615385,249257.7327539998
Crypto,360,"[0.2,0.3)",12,0.2530833333333333,0.4166666666666667,294787.2584358334
Crypto,360,"[0.3,0.4)",10,0.33599999999999997,0.2,264483.9423768999
Crypto,360,"[0.4,0.5)",46,0.4738478260869565,0.5869565217391305,181355.1611696956
Crypto,360,"[0.5,0.6)",2218,0.5040554553651939,0.5027051397655545,141566.36999614685
Crypto,360,"[0.6,0.7)",10,0.65475,0.7,397704.5715924002
Crypto,360,"[0.7,0.8)",5,0.766,0.8,438866.921678
Crypto,360,"[0.8,0.9)",8,0.8415,0.75,384136.23210637487
Crypto,360,"[0.9,1.0]",65,0.9887538461538462,1.0,599064.7038682314
Culture,360,"[0.0,0.1)",135,0.008233333333333332,0.0,521322.433412866
Culture,360,"[0.1,0.2)",6,0.149,0.3333333333333333,1089523.1911218304
Culture,360,"[0.2,0.3)",4,0.255125,0.0,856922.2854615002
Culture,360,"[0.3,0.4)",2,0.375,0.0,639652.2412439991
Culture,360,"[0.4,0.5)",7,0.4547142857142857,0.42857142857142855,357944.61194814264
Culture,360,"[0.5,0.6)",9,0.5175,0.7777777777777778,1038589.0388697764
Culture,360,"[0.6,0.7)",2,0.65,0.5,568037.1491620004
Culture,360,"[0.9,1.0]",8,0.973125,1.0,177724.9512474999
Economy,360,"[0.0,0.1)",66,0.0028333333333333335,0.0,4396786.013394473
Economy,360,"[0.2,0.3)",1,0.295,1.0,372727.52406800026
Economy,360,"[0.3,0.4)",4,0.3675,0.5,300779.574154
Economy,360,"[0.4,0.5)",2,0.47250000000000003,0.0,154928.16562250006
Economy,360,"[0.5,0.6)",9,0.5361111111111111,0.5555555555555556,237063.24852166665
Economy,360,"[0.9,1.0]",7,0.9962857142857143,1.0,685809.1548461441
Politics,360,"[0.0,0.1)",120,0.009320833333333334,0.008333333333333333,2219997.160195908
Politics,360,"[0.1,0.2)",8,0.1289375,0.125,685956.3774653741
Politics,360,"[0.2,0.3)",5,0.23290000000000002,0.2,407573.3734322002
Politics,360,"[0.3,0.4)",2,0.3245,0.5,4869399.154952999
Politics,360,"[0.4,0.5)",2,0.405,0.5,1332079.1469174984
Politics,360,"[0.5,0.6)",3,0.5473333333333333,0.6666666666666666,816649.2534300033
Politics,360,"[0.6,0.7)",1,0.685,1.0,137119.05110599997
Politics,360,"[0.7,0.8)",4,0.753125,0.75,3384003.190454
Politics,360,"[0.9,1.0]",13,0.9868846153846154,1.0,2143929.2556246226
Science,360,"[0.0,0.1)",1,0.0035,0.0,182372.520717
Science,360,"[0.1,0.2)",1,0.153,0.0,220988.61608399983
Sports,360,"[0.0,0.1)",177,0.012242937853107346,0.005649717514124294,452902.75523287005
Sports,360,"[0.1,0.2)",58,0.15254310344827587,0.2413793103448276,878676.6345751686
Sports,360,"[0.2,0.3)",104,0.2536586538461539,0.3076923076923077,867025.606026327
Sports,360,"[0.3,0.4)",145,0.3498586206896552,0.3931034482758621,766185.5366763376
Sports,360,"[0.4,0.5)",286,0.4591083916083916,0.5104895104895105,759932.369898853
Sports,360,"[0.5,0.6)",291,0.5329553264604812,0.5223367697594502,591516.691315869
Sports,360,"[0.6,0.7)",118,0.6416525423728814,0.576271186440678,643966.3046464912
Sports,360,"[0.7,0.8)",67,0.7490298507462687,0.6567164179104478,838133.1624562982
Sports,360,"[0.8,0.9)",42,0.8426190476190476,0.8095238095238095,663693.3076967626
Sports,360,"[0.9,1.0]",138,0.9920797101449276,1.0,406141.07289556536
Technology,360,"[0.0,0.1)",59,0.008872881355932203,0.03389830508474576,401580.9886157637
Technology,360,"[0.1,0.2)",8,0.13825,0.5,284019.97533187503
Technology,360,"[0.2,0.3)",15,0.24246666666666666,0.3333333333333333,124865.63537680001
Technology,360,"[0.3,0.4)",6,0.3433333333333333,0.5,132751.10910783333
Technology,360,"[0.4,0.5)",2,0.4125,0.5,122982.62221500001
Technology,360,"[0.7,0.8)",2,0.7224999999999999,1.0,135114.8636714999
Technology,360,"[0.9,1.0]",5,0.9617000000000001,1.0,523883.6314423997
Uncategorized,360,"[0.0,0.1)",94,0.007691489361702128,0.010638297872340425,247669.78936156392
Uncategorized,360,"[0.1,0.2)",12,0.15058333333333332,0.25,120173.93593191665
Uncategorized,360,"[0.2,0.3)",25,0.25666,0.36,173868.22214700002
Uncategorized,360,"[0.3,0.4)",18,0.36138888888888887,0.16666666666666666,231933.4231757222
Uncategorized,360,"[0.4,0.5)",33,0.466030303030303,0.36363636363636365,144847.27495054537
Uncategorized,360,"[0.5,0.6)",556,0.5050359712230216,0.5071942446043165,135611.42675953943
Uncategorized,360,"[0.6,0.7)",15,0.6476666666666666,0.5333333333333333,149739.91317979994
Uncategorized,360,"[0.7,0.8)",11,0.7313636363636363,0.45454545454545453,508662.3586920018
Uncategorized,360,"[0.8,0.9)",1,0.8525,1.0,126705.65711600012
Uncategorized,360,"[0.9,1.0]",30,0.9941,1.0,216555.88459143328
World,360,"[0.0,0.1)",21,0.008761904761904762,0.047619047619047616,7342476.683006267
World,360,"[0.1,0.2)",2,0.11225,0.0,998317.1940015033
World,360,"[0.3,0.4)",1,0.395,1.0,494969.5141210011
World,360,"[0.4,0.5)",2,0.43000000000000005,0.5,150111.02382099984
World,360,"[0.5,0.6)",1,0.54,0.0,178312.6496809999
Crypto,420,"[0.0,0.1)",208,0.00949278846153846,0.0,787567.4062632441
Crypto,420,"[0.1,0.2)",17,0.14291176470588235,0.058823529411764705,246619.85476788227
Crypto,420,"[0.2,0.3)",13,0.2476923076923077,0.38461538461538464,262819.9762529231
Crypto,420,"[0.3,0.4)",11,0.3468181818181818,0.36363636363636365,225906.9846515455
Crypto,420,"[0.4,0.5)",51,0.48303921568627456,0.5882352941176471,210122.00336613719
Crypto,420,"[0.5,0.6)",2081,0.5039798173954829,0.5031234983181163,141627.1926023401
Crypto,420,"[0.6,0.7)",7,0.6487142857142858,0.42857142857142855,362782.3317564288
Crypto,420,"[0.7,0.8)",6,0.7383333333333333,0.8333333333333334,384551.72279233317
Crypto,420,"[0.8,0.9)",8,0.8368125,0.75,411695.8967777498
Crypto,420,"[0.9,1.0]",64,0.98721875,1.0,605838.9436804226
Culture,420,"[0.0,0.1)",134,0.007914179104477613,0.0,516405.2363847978
Culture,420,"[0.1,0.2)",5,0.1492,0.4,946362.6045883999
Culture,420,"[0.2,0.3)",6,0.22716666666666666,0.0,1225020.1979751636
Culture,420,"[0.3,0.4)",2,0.357,0.5,703825.291746999
Culture,420,"[0.4,0.5)",5,0.4423,0.4,377128.45951020054
Culture,420,"[0.5,0.6)",8,0.5549999999999999,0.75,1117292.115533873
Culture,420,"[0.6,0.7)",2,0.6525,1.0,313954.7937895006
Culture,420,"[0.9,1.0]",7,0.9840714285714286,1.0,171327.30971414276
Economy,420,"[0.0,0.1)",66,0.0031590909090909096,0.0,4396786.013394473
Economy,420,"[0.2,0.3)",2,0.28,0.5,347953.7172755
Economy,420,"[0.3,0.4)",2,0.365,1.0,329899.99283250014
Economy,420,"[0.4,0.5)",3,0.465,0.3333333333333333,224566.35321099998
Economy,420,"[0.5,0.6)",9,0.5366666666666666,0.4444444444444444,221096.100975
Economy,420,"[0.9,1.0]",7,0.9937142857142858,1.0,685809.1548461441
Politics,420,"[0.0,0.1)",121,0.010016528925619834,0.008264462809917356,2202491.681391752
Politics,420,"[0.1,0.2)",6,0.13058333333333333,0.16666666666666666,765386.4875409988
Politics,420,"[0.2,0.3)",7,0.2322142857142857,0.14285714285714285,1363285.1971188567
Politics,420,"[0.3,0.4)",1,0.315,1.0,3027166.666819
Politics,420,"[0.4,0.5)",3,0.4266666666666667,0.3333333333333333,920057.5260246657
Politics,420,"[0.5,0.6)",1,0.54,1.0,193734.5175759999
Politics,420,"[0.6,0.7)",2,0.6375,1.0,1148659.004790505
Politics,420,"[0.7,0.8)",4,0.737875,0.75,3384003.190454
Politics,420,"[0.9,1.0]",13,0.9850384615384615,1.0,2143929.2556246226
Science,420,"[0.0,0.1)",1,0.0055,0.0,182372.520717
Science,420,"[0.1,0.2)",1,0.1545,0.0,220988.61608399983
Sports,420,"[0.0,0.1)",176,0.011980113636363636,0.005681818181818182,454758.44652959664
Sports,420,"[0.1,0.2)",59,0.15201694915254235,0.2542372881355932,876712.2565992166
Sports,420,"[0.2,0.3)",99,0.25096969696969695,0.29292929292929293,789217.6156374447
Sports,420,"[0.3,0.4)",150,0.35015,0.3933333333333333,817975.5160393196
Sports,420,"[0.4,0.5)",280,0.45935714285714285,0.5107142857142857,764492.7098942964
Sports,420,"[0.5,0.6)",286,0.5331818181818182,0.5209790209790209,587634.9882329119
Sports,420,"[0.6,0.7)",118,0.6420338983050848,0.5932203389830508,663258.4001407711
Sports,420,"[0.7,0.8)",63,0.7475396825396825,0.6190476190476191,873112.5541243172
Sports,420,"[0.8,0.9)",42,0.8411904761904762,0.8333333333333334,677171.7396756198
Sports,420,"[0.9,1.0]",138,0.9921449275362318,1.0,406141.07289556536
Technology,420,"[0.0,0.1)",59,0.010254237288135593,0.03389830508474576,401580.9886157637
Technology,420,"[0.1,0.2)",10,0.15255000000000002,0.3,247337.23265960003
Technology,420,"[0.2,0.3)",11,0.23777272727272727,0.45454545454545453,133901.60494045456
Technology,420,"[0.3,0.4)",8,0.33625,0.625,130949.322456875
Technology,420,"[0.4,0.5)",2,0.405,0.0,96865.83589400002
Technology,420,"[0.6,0.7)",1,0.695,1.0,92285.25658599992
Technology,420,"[0.7,0.8)",1,0.73,1.0,177944.47075699986
Technology,420,"[0.9,1.0]",5,0.9623000000000002,1.0,523883.6314423997
Uncategorized,420,"[0.0,0.1)",93,0.007822580645161292,0.0,249475.60114449472
Uncategorized,420,"[0.1,0.2)",13,0.14350000000000002,0.3076923076923077,110959.07070407692
Uncategorized,420,"[0.2,0.3)",22,0.25188636363636363,0.4090909090909091,151618.99676763636
Uncategorized,420,"[0.3,0.4)",17,0.35352941176470587,0.11764705882352941,234171.10326164705
Uncategorized,420,"[0.4,0.5)",36,0.4673055555555556,0.3888888888888889,161692.06377541658
Uncategorized,420,"[0.5,0.6)",515,0.5053495145631068,0.49514563106796117,136282.7285292465
Uncategorized,420,"[0.6,0.7)",12,0.65125,0.5833333333333334,137309.38400483326
Uncategorized,420,"[0.7,0.8)",11,0.7327272727272728,0.5454545454545454,511175.77046872914
Uncategorized,420,"[0.8,0.9)",2,0.8512500000000001,1.0,162133.89244000003
Uncategorized,420,"[0.9,1.0]",29,0.9944137931034484,1.0,217210.84172341376
World,420,"[0.0,0.1)",21,0.009261904761904763,0.047619047619047616,7342476.683006267
World,420,"[0.1,0.2)",2,0.12325,0.0,998317.1940015033
World,420,"[0.3,0.4)",1,0.34,0.0,92225.488424
World,420,"[0.4,0.5)",2,0.4325,1.0,351483.0366695004
World,420,"[0.5,0.6)",1,0.535,0.0,178312.6496809999
Crypto,480,"[0.0,0.1)",209,0.01073684210526316,0.0,786476.6042824583
Crypto,480,"[0.1,0.2)",14,0.15592857142857142,0.07142857142857142,187693.93204271424
Crypto,480,"[0.2,0.3)",19,0.236,0.2631578947368421,277678.85300563154
Crypto,480,"[0.3,0.4)",8,0.34125,0.5,268115.198604875
Crypto,480,"[0.4,0.5)",42,0.4809523809523809,0.5476190476190477,242517.65051388094
Crypto,480,"[0.5,0.6)",1947,0.5038418079096045,0.5095017976373909,140431.62334555868
Crypto,480,"[0.6,0.7)",8,0.6375625,0.75,423883.22849337524
Crypto,480,"[0.7,0.8)",8,0.740625,0.75,414310.25601962494
Crypto,480,"[0.8,0.9)",6,0.8291666666666666,0.6666666666666666,354427.52249849966
Crypto,480,"[0.9,1.0]",64,0.9838671875,1.0,605838.9436804226
Culture,480,"[0.0,0.1)",134,0.008544776119402984,0.0,510326.4052004919
Culture,480,"[0.1,0.2)",7,0.1662142857142857,0.2857142857142857,1149981.883016999
Culture,480,"[0.2,0.3)",4,0.244,0.25,1229529.2676597463
Culture,480,"[0.3,0.4)",4,0.332375,0.25,555246.5083279999
Culture,480,"[0.4,0.5)",4,0.454375,0.75,497808.2725879999
Culture,480,"[0.5,0.6)",9,0.5503333333333333,0.6666666666666666,952869.7341069984
Culture,480,"[0.9,1.0]",7,0.9830714285714286,1.0,171327.30971414276
Economy,480,"[0.0,0.1)",66,0.00328030303030303,0.0,4396786.013394473
Economy,480,"[0.2,0.3)",1,0.275,1.0,372727.52406800026
Economy,480,"[0.3,0.4)",3,0.3466666666666667,0.6666666666666666,327659.9653826667
Economy,480,"[0.4,0.5)",2,0.48,0.5,239549.3659449999
Economy,480,"[0.5,0.6)",10,0.54,0.4,218446.52365180003
Economy,480,"[0.9,1.0]",7,0.9915,1.0,685809.1548461441
Politics,480,"[0.0,0.1)",120,0.009616666666666666,0.008333333333333333,2219997.160195908
Politics,480,"[0.1,0.2)",9,0.1455,0.1111111111111111,636145.9015713325
Politics,480,"[0.2,0.3)",6,0.24933333333333332,0.16666666666666666,1434641.7833446665
Politics,480,"[0.3,0.4)",2,0.355,0.5,2778450.2141134986
Politics,480,"[0.4,0.5)",1,0.405,1.0,134424.53242699997
Politics,480,"[0.5,0.6)",1,0.55,1.0,193734.5175759999
Politics,480,"[0.6,0.7)",2,0.645,1.0,1148659.004790505
Politics,480,"[0.7,0.8)",3,0.7416666666666667,1.0,392478.10405166633
Politics,480,"[0.8,0.9)",2,0.8572500000000001,0.5,14476958.424686532
Politics,480,"[0.9,1.0]",12,0.9887916666666667,1.0,939645.1602840024
Science,480,"[0.0,0.1)",1,0.007,0.0,182372.520717
Science,480,"[0.1,0.2)",1,0.1905,0.0,220988.61608399983
Sports,480,"[0.0,0.1)",175,0.011571428571428571,0.005714285714285714,454743.30387152
Sports,480,"[0.1,0.2)",62,0.15320161290322581,0.22580645161290322,834500.778102561
Sports,480,"[0.2,0.3)",96,0.2526041666666667,0.3229166666666667,805594.3835658544
Sports,480,"[0.3,0.4)",151,0.35030132450331125,0.3841059602649007,824873.0589171055
Sports,480,"[0.4,0.5)",274,0.458978102189781,0.5109489051094891,767864.2139085656
Sports,480,"[0.5,0.6)",282,0.533404255319149,0.5141843971631206,599977.2103264213
Sports,480,"[0.6,0.7)",109,0.6415137614678899,0.5963302752293578,672192.1674987338
Sports,480,"[0.7,0.8)",66,0.7471212121212122,0.6363636363636364,846887.7234001058
Sports,480,"[0.8,0.9)",38,0.8452631578947368,0.8157894736842105,704413.636308948
Sports,480,"[0.9,1.0]",138,0.9917608695652174,1.0,406141.07289556536
Technology,480,"[0.0,0.1)",57,0.007061403508771929,0.03508771929824561,410996.7644790888
Technology,480,"[0.1,0.2)",12,0.14691666666666667,0.25,122870.74292600002
Technology,480,"[0.2,0.3)",11,0.24854545454545454,0.5454545454545454,250118.7385308182
Technology,480,"[0.3,0.4)",9,0.345,0.3333333333333333,120645.51124655556
Technology,480,"[0.4,0.5)",1,0.445,1.0,142514.34523600002
Technology,480,"[0.6,0.7)",1,0.635,1.0,92285.25658599992
Technology,480,"[0.7,0.8)",1,0.715,1.0,177944.47075699986
Technology,480,"[0.8,0.9)",1,0.83,1.0,427649.701409
Technology,480,"[0.9,1.0]",4,0.96975,1.0,547942.1139507496
Uncategorized,480,"[0.0,0.1)",92,0.007434782608695653,0.010869565217391304,250362.03282415227
Uncategorized,480,"[0.1,0.2)",13,0.14703846153846153,0.23076923076923078,116190.63454923077
Uncategorized,480,"[0.2,0.3)",22,0.2506818181818182,0.45454545454545453,145130.9560482273
Uncategorized,480,"[0.3,0.4)",19,0.3563157894736842,0.10526315789473684,228226.73729294733
Uncategorized,480,"[0.4,0.5)",35,0.46872857142857144,0.4,147153.0105434856
Uncategorized,480,"[0.5,0.6)",469,0.5052985074626866,0.4840085287846482,136327.55752785064
