horizon_min,volume_bucket,n,mean_abs_isotonic_gap,std_abs_isotonic_gap,mean_signed_isotonic_gap,share_positive_isotonic_gap,decile_volume_min,decile_volume_max,mean_abs_gap_ci95_low,mean_abs_gap_ci95_high,rank_abs_gap_within_horizon,is_lowest_abs_gap_within_horizon,is_highest_abs_gap_within_horizon
720,Decile 2,424,0.012033712557256247,0.018696882601781137,-0.0006926011772369463,0.8066037735849056,98318.60673100014,108665.15323099974,0.010254030818612422,0.013813394295900071,6,False,False
720,Decile 3,424,0.011009547395452677,0.015922505122531235,0.0013096452317463932,0.8018867924528302,108691.2923019999,121512.1480029997,0.009493947591807758,0.012525147199097596,3,False,False
720,Decile 4,424,0.010366653583250921,0.0151742415494692,0.0027285332922064843,0.8466981132075472,121541.09607099954,137630.0209789996,0.008922278006929546,0.011811029159572297,2,False,False
720,Decile 5,424,0.009576690587141985,0.014195134792835113,0.0021869641009883783,0.8349056603773585,137667.84533399984,158616.34742299982,0.008225512280765412,0.010927868893518558,1,True,False
720,Decile 6,424,0.011416495275305963,0.017011485498483088,-0.00037418971910799855,0.7617924528301887,158630.90700199956,192919.329442,0.009797239769793483,0.013035750780818442,4,False,False
720,Decile 7,424,0.011928336673779114,0.01864138248789305,-0.0012424615770258859,0.7004716981132075,192977.85709999988,262579.23607300007,0.010153937769781202,0.013702735577777025,5,False,False
720,Decile 8,424,0.01554901162103002,0.022670143528327635,-0.003683705136795364,0.6132075471698113,262892.377741,437908.3160499996,0.013391131010175904,0.01770689223188414,8,False,False
720,Decile 9,424,0.018179455498580018,0.021649104835223594,-0.004280786868945148,0.5094339622641509,438614.8761360003,831904.7844009999,0.016118763491584007,0.02024014750557603,9,False,False
720,Decile 10 (highest),424,0.021727805294712462,0.02643969069454471,-0.008048249414901,0.5070754716981132,832251.2136810008,172972056.63332495,0.019211116512594863,0.02424449407683006,10,False,True
780,Decile 1 (lowest),411,0.011723651918626479,0.018987843959311627,-0.0026973828578368522,0.6228710462287105,88437.42444700007,98655.67740600005,0.009887913426095768,0.01355939041115719,7,False,False
780,Decile 2,410,0.009952409799566648,0.018282070895550742,-0.0028230541302077953,0.5878048780487805,98677.79200199986,109252.61061299988,0.008182751033431657,0.011722068565701639,5,False,False
780,Decile 3,411,0.008934739706991232,0.015221004064206473,0.0012171213059898004,0.6958637469586375,109260.65065399976,122457.71500600011,0.00746317805336138,0.010406301360621083,2,False,False
780,Decile 4,410,0.009544354838985806,0.01913592308271494,-0.00015165094061695423,0.7268292682926829,122535.02805799992,139202.78667299985,0.007692045315361061,0.01139666436261055,4,False,False
780,Decile 5,411,0.007905633507272643,0.015543932441234934,0.0007223686890955878,0.7274939172749392,139223.44199499948,161654.65302799968,0.006402851244640951,0.009408415769904335,1,True,False
780,Decile 6,410,0.009304514243530872,0.016717852926577587,-0.0007509222027227635,0.7121951219512195,161699.7113899996,197819.1793090006,0.0076862678669853395,0.010922760620076405,3,False,False
780,Decile 7,410,0.010603052410308728,0.01794172919381044,-0.0006860109504335435,0.697560975609756,198024.65649500024,274563.17174700013,0.00886633787020847,0.012339766950408986,6,False,False
780,Decile 8,411,0.015078839939208494,0.022370256134649765,-0.002271375759581424,0.6204379562043796,274615.73146899947,456201.4541629996,0.012916090952954627,0.01724158892546236,8,False,False
