category,horizon_min,n,n_unique_markets,predicted_mean,observed_yes_rate,mae,brier,mean_signed_error,mean_volume
Uncategorized,1380,270,270,0.3670407407407407,0.34814814814814815,0.2738481481481481,0.14149372222222223,0.018892592592592596,215510.3481178779
Culture,1380,167,167,0.1003383233532934,0.11976047904191617,0.09632634730538922,0.04924924401197604,-0.019422155688622756,568767.208299137
Politics,1380,158,158,0.15004746835443036,0.1518987341772152,0.08118037974683544,0.03590787183544302,-0.0018512658227848075,2090647.4279143421
Technology,1380,97,97,0.1402577319587629,0.2268041237113402,0.1873298969072165,0.11777289690721647,-0.08654639175257732,327531.3654151449
Economy,1380,78,78,0.11744230769230771,0.1282051282051282,0.039749999999999994,0.019383913461538456,-0.010762820512820511,3800762.876816362
World,1380,27,27,0.10096296296296296,0.1111111111111111,0.12392592592592593,0.06159385185185184,-0.010148148148148142,5820820.331206614
Science,1380,2,2,0.0685,0.0,0.0685,0.00878825,0.0685,201680.56840049993
Sports,1440,1226,1226,0.4637157422512235,0.46166394779771613,0.3389506525285481,0.1715160311990212,0.002051794453507347,684529.8864880372
Crypto,1440,512,512,0.363787109375,0.35546875,0.24681054687499998,0.11959681542968749,0.008318359375000002,492409.62492175354
Uncategorized,1440,263,263,0.36219011406844104,0.34220532319391633,0.2663878326996198,0.13753697718631178,0.019984790874524715,217745.70492513702
Culture,1440,167,167,0.10056886227544912,0.11976047904191617,0.09775449101796407,0.05019944910179639,-0.019191616766467065,568767.208299137
Politics,1440,158,158,0.15005379746835443,0.1518987341772152,0.08207278481012657,0.036435944620253145,-0.001844936708860757,2090647.4279143421
Technology,1440,97,97,0.13921649484536083,0.2268041237113402,0.186659793814433,0.11768745360824742,-0.08758762886597939,327531.3654151449
Economy,1440,78,78,0.11786538461538462,0.1282051282051282,0.0395576923076923,0.019499137820512817,-0.010339743589743587,3800762.876816362
World,1440,27,27,0.10033333333333333,0.1111111111111111,0.11662962962962962,0.05482438888888887,-0.010777777777777777,5820820.331206614
Science,1440,2,2,0.08775000000000001,0.0,0.08775000000000001,0.014630625,0.08775000000000001,201680.56840049993
Sports,2880,1153,1153,0.4608217692974848,0.46313963573287076,0.33310537727666956,0.1681952786209887,-0.002317866435385943,677416.7939578235
Crypto,2880,317,317,0.29062302839116716,0.27129337539432175,0.12227287066246055,0.054352268927444776,0.01932965299684543,692724.937358501
Uncategorized,2880,209,209,0.3265023923444976,0.3062200956937799,0.21608612440191388,0.11333706459330142,0.020282296650717707,236107.5498546844
Culture,2880,165,165,0.09940606060606061,0.12121212121212122,0.10912727272727273,0.05797227575757575,-0.021806060606060603,573847.1758207931
Politics,2880,158,158,0.15415189873417723,0.1518987341772152,0.10541772151898733,0.051082689873417714,0.0022531645569620284,2090647.4279143421
Technology,2880,93,93,0.13462365591397848,0.23655913978494625,0.1923978494623656,0.12391267741935483,-0.10193548387096775,337023.2939929254
Economy,2880,78,78,0.12162820512820513,0.1282051282051282,0.04056410256410256,0.016990628205128203,-0.006576923076923077,3800762.876816362
World,2880,27,27,0.11437037037037037,0.1111111111111111,0.11474074074074074,0.05194899999999998,0.0032592592592592634,5820820.331206614
Science,2880,2,2,0.0905,0.0,0.0905,0.01516249999999995,0.0905,201680.56840049993
